NAME,Revenue_2015,Revenue_2016,Revenue_2017,Revenue_2018,Revenue_2019,Employees_2017,Employees_2018,Employees_2019,Employees_2020,3_year_moving_average_1,3_year_moving_average_2,3_year_moving_average_3,Revenue_2020
ZIGD,27264657,27779070,30106774,29296738,28611809.75,379,407,442,438,28383500.33,29060860.67,29338440.58,38346597.79
FPQU,27051270,26811910,27890318,27251166,27251166,240,310,320,336,27251166,27317798,27464216.67,46842760.19
ZXVY,13071351,25115383,25588968,25501377,29749980,117,134,129,151,21258567.33,25401909.33,26946775,31842444.65
WMXH,16631000,19229000,21889000,25643000,29685000,36,42,45,46,19249666.67,22253666.67,25739000,30496189.13
OQRJ,27873798,24632299,28884236,29918191,29580498,42,42,47,48,27130111,27811575.33,29460975,37987970.57
SFAF,30284720,31643984,25804858,28879608,29153292.5,162,181,203,244,29244520.67,28776150,27945919.5,36444617.76
JQAJ,20417140,22433272,30720642,35273442,29424705,30,19,30,29,24523684.67,29475785.33,31806263,39130805.39
QXUS,12372392,8608689,18578956,22752941,15578244.5,185,188,218,225,13186679,16646862,18970047.17,32708120.77
WSNE,16990834.33,10260942,12697540,28014021,16990834.33,50,51,55,52,13316438.78,16990834.33,19234131.78,27354690.56
IIHV,11034573,16050883,20514809,27774566,18843707.75,79,102,124,146,15866755,21446752.67,22377694.25,29619205
HHTL,25994303,26272142,31313150,30361042,28304418,118,136,148,151,27859865,29315444.67,29992870,39772286.37
CQEP,24957134.75,20632563,24805365,26950163,27440448,70,82,71,81,23465020.92,24129363.67,26398658.67,28876599.84
HFGP,14647975,16467484,18430758,21356550,27438833,404,503,577,598,16515405.67,18751597.33,22408713.67,32684485.76
UHOZ,23444934,25096224,25509124,25200901,26925864,16,11,19,26,24683427.33,25268749.67,25878629.67,28864961.31
VJQD,27277916,21328252,22684991,26312016,24400793.75,66,69,83,91,23763719.67,23441753,24465933.58,27139055.39
BSJP,19760148,28201534,27014333,26295710,25317931.25,56,55,50,42,24992005,27170525.67,26209324.75,28580857.13
CILU,14264367,18578071,24016332,27007855,26747688,68,69,55,48,18952923.33,23200752.67,25923958.33,29868133.65
UNES,26367755,24435106,25039649,25280836.67,25280836.67,111,133,159,162,25280836.67,24918530.56,25200440.78,28033445.06
DYDP,109202583,96603615,16191860,68894668,26664130,136,147,166,169,73999352.67,60563381,37250219.33,90138750.88
PYTU,29107459,28136230,25621867,25320294,26612051,87,88,97,92,27621852,26359463.67,25851404,30579232.77
TNVB,6668331,12286094,17325809,17478251,26557349,79,83,94,96,12093411.33,15696718,20453803,33687300.52
ZQVM,46715126,48224014,41870029,18928648,27006466,304,256,166,149,45603056.33,36340897,29268381,82316375.72
BDJW,14975798,16008671,17897550,27182966,26514221,159,211,230,232,16294006.33,20363062.33,23864912.33,35697555
KNSK,10419601,10531132,11399431,14363845,22833075,135,173,247,278,10783388,12098136,16198783.67,29392691.81
VPHT,23368910,29344534,30040607,26154144,26240806,35,35,35,33,27584683.67,28513095,27478519,34955360.1
WHMH,14025849,18126433,19708813,20861609,25771310,62,70,84,96,17287031.67,19565618.33,22113910.67,33578777.4
LXIN,72864,1831367,8869142,22291777,25437551,66,72,103,103,3591124.333,10997428.67,18866156.67,32738770.73
BERS,6845980,10286346,12320518,16591661,24949959,16,6,11,12,9817614.667,13066175,17954046,20285290.29
PVRA,19371000,20899000,23973000,25921000,24906000,206,225,148,181,21414333.33,23597666.67,24933333.33,28917618.9
MWUC,7008720,10486871,13909762,18766219,24794969,156,152,162,137,10468451,14387617.33,19156983.33,29351616.73
PVIC,20553833,28574356,26517252,17683385,24179921,22,29,31,34,25215147,24258331,22793519.33,27730918.75
YKYF,6866366,10327895,14940079,23638675,13943253.75,262,320,323,319,10711446.67,16302216.33,17507335.92,45159705.43
LLEE,28530074,24847253,21723775,23419726,24626820,136,138,127,123,25033700.67,23330251.33,23256773.67,27634625.76
THIZ,17391193,22400187,22281626,22689297,23573273,36,36,12,15,20691002,22457036.67,22848065.33,23040978.22
OTMH,9158575,18626777,17633926,25136204,23481835,40,46,54,57,15139759.33,20465635.67,22083988.33,24530683.39
LTBH,18361077,24151408,26793641,28877277,24056302,16,20,23,32,23102042,26607442,26575740,43424387
YGTQ,15202378,19243752,17470958,21383180,23390790,36,36,2,2,17305696,19365963.33,20748309.33,15048729.07
CIEL,14719176,16100917,18798690,22581645,24085881,61,74,83,96,16539594.33,19160417.33,21822072,31836380.33
LJKN,20003503,14201525,11758017,28082744,23288988,57,69,80,79,15321015,18014095.33,21043249.67,35692736.92
NNGC,10495685,10212072,20549935,22330164,23138139,4042,4249,4318,4213,13752564,17697390.33,22006079.33,60039023.48
QMMP,22677873,24647264,21556968,23079034,23017854,36,36,34,35,22960701.67,23094422,22551285.33,24630240.32
FCAY,9767000,13915000,15996000,18590000,22753000,166,172,198,55,13226000,16167000,19113000,25999666.95
YOYN,14638636,19361326,16499840,29103363,23033218,32,33,29,33,16833267.33,21654843,22878807,23473874.3
XGMN,14290523,19888131,18108450,17238917,23285263,66,68,69,73,17429034.67,18411832.67,19544210,39181928.05
MFHZ,13646185,12061521,10600878,14662121.75,22339903,130,134,147,162,12102861.33,12441506.92,15867634.25,22857169.75
DPLO,19352730,26055511,27655907,28948607,22055466,78,86,85,87,24354716,27553341.67,26219993.33,32572572.18
ARRG,9446513,12574411,20371029,14130651,14130651,131,157,178,179,14130651,15692030.33,16210777,23281910.1
NYZD,5273688,7098826,8004522,14532428,21747308,61,92,131,143,6792345.333,9878592,14761419.33,21354843.73
DMMY,15497695,18254330,19893272,22687259,21681860,48,53,64,66,17881765.67,20278287,21420797,25897526.81
TURU,11236465,13016471,13241656,18328507,21563755,542,687,774,808,12498197.33,14862211.33,17711306,33347693.83
UEFY,13778004,15293346,16095256,20751252,16479464.5,98,116,127,133,15055535.33,17379951.33,17775324.17,21478422.86
VWJN,7782858,236325,1416912,7989552,21488643,35,45,95,144,3145365,3214263,10298369,16820573.89
YDVV,11525917,13706118,16465499,21050617,15687037.75,172,182,223,259,13899178,17074078,17734384.58,39191392.83
LEJB,7238739,10997714,13006996,19375141,21343990,54,56,57,59,10414483,14459950.33,17908709,21855695.9
HPUP,3734373,7905905,13272833,20767489,11420150,100,100,118,124,8304370.333,13982075.67,15153490.67,22073253.21
EMMM,12677887,15145693,18257885,19650677,21135329,44,48,52,54,15360488.33,17684751.67,19681297,29461572.46
NIPZ,16504887,16725547,18773898,19310439,21122083,120,129,136,137,17334777.33,18269961.33,19735473.33,31195256.32
DRWP,5523033,7670097,12711441,20127413,11507996,16,20,23,32,8634857,13502983.67,14782283.33,17604742.48
UKYL,12795682,14313587,19515133,20053434,16669459,344,341,347,376,15541467.33,17960718,18746008.67,31584478.78
CRED,14890522,22909138,23641014,20034819,20368873.25,54,50,37,36,20480224.67,22194990.33,21348235.42,25469213.21
DYUW,10218476,10927346,19360332,20429519,20378086,101,117,124,144,13502051.33,16905732.33,20055979,30762208.96
ETEI,14149744,16978780,18634744,20792564,20876008,16,5,5,5,16587756,18802029.33,20101105.33,19252527.97
GQXV,15576614,16470033,15991455,17228672,20252931,70,74,88,89,16012700.67,16563386.67,17824352.67,23841371.21
LLOS,14227865,22471977,26168566,28672325,20233352,62,69,72,71,20956136,25770956,25024747.67,33452976.8
INAV,24026000,18018000,18169000,25777000,20048000,121,128,120,104,20071000,20654666.67,21331333.33,20783225.41
MCUJ,12423131,15064466,21224010,18181488,20035618,204,213,196,191,16237202.33,18156654.67,19813705.33,30301352.6
USOX,19135547,18001540,18747716,18628267.67,18628267.67,251,249,179,148,18628267.67,18459174.56,18668083.78,28773026.25
AWXP,19297107,19100372,19702730,21634948,20332348,127,134,126,134,19366736.33,20146016.67,20556675.33,29595110.42
AISS,59327279,48456307,36454651,25786573,19721877,118,134,138,102,48079412.33,36899177,27321033.67,101904486.3
UUBB,9503146,10078970,13165136,19268158,13003852.5,39,56,68,75,10915750.67,14170754.67,15145715.5,20597438.21
EDNP,8119730,12177301,15496272,19463422,13814181.25,22,27,41,45,11931101,15712331.67,16257958.42,19244892.76
ZNDC,29767254,28073383,22140391,18575017,19142667,16,2,2,2,26660342.67,22929597,19952691.67,12566341.56
VTTP,10973107,14515938,17151034,18701608,15335421.75,114,111,111,89,14213359.67,16789526.67,17062687.92,21037959.94
DPIA,6384330,9377724,14065222,15690769,19044438,89,119,162,202,9942425.333,13044571.67,16266809.67,26311336.06
ZHQP,20788000,20011000,19329000,19401000,19040000,16,12,10,16,20042666.67,19580333.33,19256666.67,31494357.64
EZMC,14759504,14296746,14563408,18574506,15548541,132,127,134,138,14539886,15811553.33,16228818.33,20817320.93
XHMQ,12812209,15104933,16698433,18505353,15780232,140,154,156,158,14871858.33,16769573,16994672.67,20689730.49
PKDV,8597925,20310412,23706003,18377782,17748030.5,116,130,135,133,17538113.33,20798065.67,19943938.5,27881123.17
OUCR,10390327,12532859,14486318,16591260,18600975,15,20,29,37,12469834.67,14536812.33,16559517.67,19229218.58
PDSI,9008734,11081944,15267022,18189749,13386862.25,78,90,122,134,11785900,14846238.33,15614544.42,23959236.52
UCMX,11053368,11593606,11392197,14937243,18241879,1020,99,95,86,11346390.33,12641015.33,14857106.33,19337060.5
IHVS,17637574,18168291,18564235,17134997,18449114,262,320,324,317,18123366.67,17955841,18049448.67,40039724.93
VRLT,7655526,13595411,13356693,10248884,18259943,187,190,179,179,11535876.67,12400329.33,13955173.33,22135102.43
GQGV,26359807,20218769,16881986,20474390,18241284,16,4,3,3,21153520.67,19191715,18532553.33,20428693.35
AMBD,12864041,14543741,17057848,14821876.67,14821876.67,218,297,358,380,14821876.67,15474488.56,15567200.44,20397024.52
JEXP,16863134,16770361,17239857,19885463,18667074,16,8,13,10,16957784,17965227,18597464.67,24024742.79
YJJL,7372681,10029922,13003553,19056449,18504433,31,53,95,99,10135385.33,14029974.67,16854811.67,27904300.34
DBZI,6201842,10005934,13530692,19650056,17990799,179,183,192,216,9912822.667,14395560.67,17057182.33,23300694.19
QYVD,13681049,15314862,17104225,17836191,17987913,150,134,125,132,15366712,16751759.33,17642776.33,23667471.57
CWDO,19158026,18231617,18890557,17668983,17904094,60,65,66,63,18760066.67,18263719,18154544.67,22463857.9
WKVA,17612213,17504918,17983810,17395731,17624168,106,104,87,62,17700313.67,17628153,17667903,23030965.27
FDWE,445945,3408440,7143414,16276976,17655127,100,128,185,211,3665933,8942943.333,13691839,24027316.16
SIWM,18902500,17485042,16817624,17287451,17623154.25,175,167,172,196,17735055.33,17196705.67,17242743.08,22314352.68
SUSH,11609544,14369221,14251606,18392298,17574395,108,129,143,150,13410123.67,15671041.67,16739433,23073009.58
FGKE,16523586,18237659,15514255,16829032,16776133,50,47,47,39,16758500,16860315.33,16373140,19994355.91
NMQG,11244229,14333926,16766179,17090049,14858595.75,162,163,176,179,14114778,16063384.67,16238274.58,23077828.58
IUXC,10731036,12703593,14266793,15311683,17413053,83,86,92,90,12567140.67,14094023,15663843,21171898.55
DVGB,13125057,15786875,18797377,19887722,17281086,108,118,116,114,15903103,18157324.67,18655395,32779458.39
QXUJ,10260707,14378823,17287020,17267200,14798437.5,482,534,713,717,13975516.67,16311014.33,16450885.83,23094901.83
SZFC,8758448,10149222,11144406,13816878,17093349,52,58,72,77,10017358.67,11703502,14018211,18996820.61
FTFP,11551000,12129516,12777357,15515903,17020737,16,8,8,10,12152624.33,13474258.67,15104665.67,14074909.46
OCSL,7023916,8264972,10497947,16694345,10620295,61,93,112,117,8595611.667,11819088,12604195.67,15644095.07
WERV,9582399,9548362,11544475,14634014,16939331,119,127,137,155,10225078.67,11908950.33,14372606.67,22342667.1
EFUK,16566797,17709090,16080496,16785461,16785461,38,42,51,48,16785461,16858349,16550472.67,21000286.89
SAVF,13679503,13597924,16371740,17232126,17297835,48,59,63,61,14549722.33,15733930,16967233.67,21461736.32
WJAT,14348188,14631210,15686148,17292030,16862204,149,151,156,154,14888515.33,15869796,16613460.67,20371052.04
MBVZ,9699674,11768221,17233054,16923208,16735544,168,197,196,209,12900316.33,15308161,16963935.33,22207348.46
RLVL,4588543,8206685,6403479,8247999,16733602,76,79,75,72,6399569,7619387.667,10461693.33,20087454.95
FWFU,4851473,7370103,10194274,12810697,16665751,112,114,112,77,7471950,10125024.67,13223574,19836039.28
IYON,11102001,15711730,15579849,14131193.33,14131193.33,36,36,20,19,14131193.33,15140924.11,14614078.56,13470228.42
XDJN,13794376,15859178,11767641,14098770,16984332,106,123,120,108,13807065,13908529.67,14283581,17565446.01
AOGH,10571482,12542728,15687828,12934012.67,12934012.67,84,86,78,87,12934012.67,13721522.89,13851951.11,16487672.09
BZOH,10245986,11561428,12949772,14917882,16495122,82,95,102,112,11585728.67,13143027.33,14787592,19295781.44
SZDZ,17755698,16404991,16143093,16451387,16688792.25,61,63,58,59,16767927.33,16333157,16427757.42,16662859.92
FZIN,14475177,14573713,14820514,23991096,16798674,116,120,134,133,14623134.67,17795107.67,18536761.33,27393870.33
VDXC,6598869,9026248,9677475,9251372,16371392,66,90,89,94,8434197.333,9318365,11766746.33,24085911.7
IHEZ,11016720,12024978,13879944,16120542,16343032,16,12,9,8,12307214,14008488,15447839.33,12647664.03
PZLV,10560102,12246240,13950269,14965794,16751902,112,120,123,127,12252203.67,13720767.67,15222655,22229253.19
VJWU,12631284,9832826,11309895,13099103,16283312,74,80,76,98,11258001.67,11413941.33,13564103.33,20426075.06
YREF,770669,881574,2047562,3465413,16266605,175,183,198,186,1233268.333,2131516.333,7259860,14288602.92
FXYV,16291082,17701784,16456608,15443356,16250954,197,204,194,203,16816491.33,16533916,16050306,25272818.98
KBUK,9700546,11786687,11405427,15942513,16121654,16,10,16,45,10964220,13044875.67,14489864.67,17500355.37
FSCG,2141310,3623397,7291479,15753450,7202409,891,1187,1682,1863,4352062,8889442,10082446,17509750.63
ETJA,14631215,15231253,16108513,13985055,15886863,16,10,16,45,15323660.33,15108273.67,15326810.33,17349504.53
BXKI,10326414,17767191,7792889,8513377,15863331,36,36,5,6,11962164.67,11357819,10723199,15468889.33
ITYQ,9103538,11340863,10659773,12812007,15935345,148,164,192,200,10368058,11604214.33,13135708.33,18948011.71
YYCQ,8566495,9126616,10273032,13868020,16143754,119,137,148,182,9322047.667,11089222.67,13428268.67,21875429.6
EELJ,16998138,18256297,13467560,15190622,15978154.25,108,119,131,143,16240665,15638159.67,14878778.75,20602560.49
FYID,8527205,9498609,11871097,15185334,15431604,99,111,103,94,9965637,12185013.33,14162678.33,21172199.19
YHUJ,2466440,9628049,11095205,12653207,15410260,29,29,36,39,7729898,11125487,13052890.67,16291058.51
KKGE,9753560,10502464,10727709,12025275,12952554,16,8,18,24,10327911,11085149.33,11901846,14382146.3
QKFJ,4284858,5221084,7607275,11195774,15619510,61,89,114,126,5704405.667,8008044.333,11474186.33,23836276.51
SCXX,21567000,21520000,22788000,28338000,15214000,46,58,60,53,21958333.33,24215333.33,22113333.33,26476830.87
OVPT,10117986,14096047,14110975,14785982,13277747.5,192,208,226,212,12775002.67,14331001.33,14058234.83,19328669.87
IFJZ,6701751,11216621,18351820,14760635,12757706.75,42,46,56,55,12090064,14776358.67,15290053.92,20464791.31
KFTE,6302833,8129140,10343713,9947132.25,15012843,80,81,85,85,8258562,9473328.417,11767896.08,25259903.24
VZQD,12168200,13396640,12570749,14209235,14951105,96,111,130,126,12711863,13392208,13910363,17629301.83
VRKI,10983819,11008000,11076000,12814000,14932000,126,145,160,171,11022606.33,11632666.67,12940666.67,15418894.34
NMNB,14949505,15695099,16129033,15478225,14924031,60,66,68,69,15591212.33,15767452.33,15510429.67,22105164.98
JATA,15734436,15530409,15509825,16232905,14916565,42,43,40,44,15591556.67,15757713,15553098.33,17774508.12
CTRF,13160886,12154735,13487134,14904904,13426914.75,24,29,30,34,12934251.67,13515591,13939650.92,17900781.02
HUCQ,11200000,12004000,12978000,16369000,14803000,16,21,26,36,12060666.67,13783666.67,14716666.67,19376881.72
HUPJ,10975877,13502353,16510043,18378872,18462482,154,164,194,178,13662757.67,16130422.67,17783799,24654771.52
YPWA,10872631,9421221,12267976,14413163,11743747.75,43,41,49,60,10853942.67,12034120,12808295.58,17983128.33
IMXM,14626660,17442765,12650957,13841954,14580836,30,33,34,34,14906794,14645225.33,13691249,17239531.76
PTOH,13407771,15190913,16326283,15842839,14274200,194,200,177,169,14974989,15786678.33,15481107.33,20652639.19
ISGX,7036357,7709932,8808605,7835807,14248098,23,25,34,38,7851631.333,8118114.667,10297503.33,16890779.31
VJTE,8611627,8135299,13265473,10004133,10004133,65,71,83,92,10004133,10468301.67,11091246.33,15835955.45
JBVB,8748138,11184398,11861679,12881273,14154980,32,39,40,45,10598071.67,11975783.33,12965977.33,15800647.85
JQTG,10251798,10472492,11425483,10593976,14051420,42,40,24,25,10716591,10830650.33,12023626.33,14982597.54
BDXG,11283406,10927851,12183353,11738741,14019540,36,36,14,18,11464870,11616648.33,12647211.33,17000510.68
LMNE,31071384,24715724,14978007,13714958,21120018.25,16,4,3,3,23588371.67,17802896.33,16604327.75,16758853.5
OUBV,10980372,10735051,12329044,14833980,13927894,120,125,123,136,11348155.67,12632691.67,13696972.67,17724576.8
FDRX,11490506,9237011,11602948,13631559,11490506,79,87,92,93,10776821.67,11490506,12241671,15964986.33
GNFJ,8803185,8952937,10609555,9722986,13750509,31,32,35,40,9455225.667,9761826,11361016.67,15099122.07
ZENH,715549,615208,412589,12168609,13730618,47,55,64,77,581115.3333,4398802,8770605.333,11141070.52
BETS,9407959,1111226,12587845,10272041,13660724,376,396,389,379,7702343.333,7990370.667,12173536.67,21884543.79
ASDH,5958659,7791810,9167340,11240432,13653299,96,113,129,127,7639269.667,9399860.667,11353690.33,22954098.46
RGZP,17152185,13769603,12361575,14427787.67,14427787.67,36,36,14,23,14427787.67,13519655.22,13739050.11,17057775.14
LGCK,10868673,11118441,12159086,13800073,13637212,30,34,46,46,11382066.67,12359200,13198790.33,19015634.72
IZUH,23013080,30394637,35603425,13213759,25556225.25,100,103,102,110,29670380.67,26403940.33,24791136.42,30356638.78
BGBO,9444723,10657598,13340164,14817717,13437627,84,82,80,78,11147495,12938493,13865169.33,16739711.9
RWNX,4510462,4353510,4635649,8727976,13367465,29,32,40,45,4499873.667,5905711.667,8910363.333,11429073.63
HMLM,8695183,9368681,10556983,10852444,13288234,67,75,85,94,9540282.333,10259369.33,11565887,19606540.77
GEIO,14484808,15771085,16762179,12851839,13157997,114,128,118,109,15672690.67,15128367.67,14257338.33,20221076.82
NZQA,8540290,10896031,12876609,13293437,13107025,83,79,84,69,10770976.67,12355359,13092357,31451942.26
